Job démarré sur gnode4 à Wed Feb 11 12:30:26 CET 2026
Run main_expe
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p005__ds0p01__dm0p01
     avg_score=-1179.260010 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-928.400024 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-903.020020 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1543.439941 | runtime=1.32s
  -> run QUBO_dim256_t1
     avg_score=-1261.819946 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1181.180054 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-3115.959961 | runtime=1.32s
  -> run QUBO_dim256_t4
     avg_score=-2534.300049 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2435.780029 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710712 | runtime=1.09s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736667 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.755953 | runtime=1.14s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.705572 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.706945 | runtime=1.37s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.731558 | runtime=1.39s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.733916 | runtime=1.46s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.639184 | runtime=2.04s
  -> run NK_dim64_t1
     avg_score=0.711493 | runtime=1.09s
  -> run NK_dim64_t2
     avg_score=0.744864 | runtime=1.09s
  -> run NK_dim64_t4
     avg_score=0.754911 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.740882 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p01__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.639999 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-148.440002 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-139.339996 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-413.380005 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-332.079987 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-310.739990 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-578.320007 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-442.500000 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-425.980011 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1187.619995 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-926.500000 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-910.359985 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1581.979980 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1276.260010 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1197.140015 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-3169.879883 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2542.560059 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2474.139893 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710537 | runtime=1.09s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737804 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.757891 | runtime=1.14s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.724171 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.707406 | runtime=1.37s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734584 | runtime=1.39s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.743421 | runtime=1.46s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.681469 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711686 | runtime=1.08s
  -> run NK_dim64_t2
     avg_score=0.744943 | runtime=1.13s
  -> run NK_dim64_t4
     avg_score=0.753694 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.740625 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p01__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.880005 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-147.660004 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-140.119995 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-417.920013 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-329.880005 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-310.320007 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-577.739990 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-438.760010 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-427.660004 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1186.319946 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-938.239990 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-908.299988 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1529.939941 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1262.599976 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1176.420044 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-3099.179932 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2508.679932 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2408.120117 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710216 | runtime=1.09s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737054 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.754277 | runtime=1.14s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.696545 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.706277 | runtime=1.38s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.731360 | runtime=1.40s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.731169 | runtime=1.46s
  -> run NK_dim256_t8
     avg_score=0.624182 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711913 | runtime=1.09s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744733 | runtime=1.09s
  -> run NK_dim64_t4
     avg_score=0.753398 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.738856 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p015__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.580002 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-149.300003 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-140.020004 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-415.899994 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-329.720001 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-311.160004 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-581.659973 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-439.859985 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-425.339996 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1185.239990 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-930.960022 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-909.039978 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1562.619995 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1253.920044 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1201.079956 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-3191.800049 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2554.760010 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2480.879883 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710798 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737595 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.758318 | runtime=1.13s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.720595 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.707562 | runtime=1.37s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734547 | runtime=1.39s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.742167 | runtime=1.45s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.674590 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711966 | runtime=1.09s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744734 | runtime=1.13s
  -> run NK_dim64_t4
     avg_score=0.755221 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.740429 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p015__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.580002 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-150.539993 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-138.860001 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-415.760010 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-332.579987 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-311.239990 | runtime=1.10s
  -> run QUBO_dim128_t0
     avg_score=-563.840027 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-436.500000 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-424.119995 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1152.920044 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-918.940002 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-884.119995 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1434.180054 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1211.699951 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1100.599976 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-2877.219971 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2419.540039 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2249.199951 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710534 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736106 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.749299 | runtime=1.14s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.648863 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.703981 | runtime=1.38s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.725238 | runtime=1.39s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.711067 | runtime=1.46s
  -> run NK_dim256_t8
     avg_score=0.592202 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711678 | runtime=1.09s
  -> run NK_dim64_t2
     avg_score=0.744162 | runtime=1.09s
  -> run NK_dim64_t4
     avg_score=0.753417 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.721767 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p015__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-203.100006 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-149.639999 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-139.679993 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-417.519989 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-330.940002 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-311.200012 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-578.700012 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-441.739990 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-427.239990 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1190.500000 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-931.619995 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-904.400024 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1541.660034 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1257.719971 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1191.219971 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-3139.479980 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2529.280029 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2428.879883 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.711060 | runtime=1.09s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737748 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.757416 | runtime=1.13s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.713250 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.707201 | runtime=1.37s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.733273 | runtime=1.39s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.739162 | runtime=1.46s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.656163 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711834 | runtime=1.09s
  -> run NK_dim64_t2
     avg_score=0.744627 | runtime=1.13s
  -> run NK_dim64_t4
     avg_score=0.755793 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.736984 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p015__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-199.160004 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-148.020004 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-139.100006 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-414.079987 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-329.920013 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-308.700012 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-561.179993 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-435.480011 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-419.420013 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1143.599976 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-926.179993 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-878.539978 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1401.339966 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1189.239990 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1085.680054 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-2833.280029 | runtime=1.32s
  -> run QUBO_dim256_t4
     avg_score=-2390.459961 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2200.219971 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710569 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735618 | runtime=1.11s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.746982 | runtime=1.14s
  -> run NK_dim128_t8
     avg_score=0.641248 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.703104 | runtime=1.38s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.722426 | runtime=1.40s
  -> run NK_dim256_t4
     avg_score=0.705780 | runtime=1.46s
  -> run NK_dim256_t8
     avg_score=0.587679 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711771 | runtime=1.09s
  -> run NK_dim64_t2
     avg_score=0.745174 | runtime=1.09s
  -> run NK_dim64_t4
     avg_score=0.753560 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.718156 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p015__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.960007 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-149.660004 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-139.419998 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-415.500000 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-332.359985 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-310.440002 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-571.799988 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-444.839996 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-427.820007 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1177.060059 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-936.219971 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-896.979980 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1520.359985 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1244.339966 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1165.420044 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-3089.780029 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2497.620117 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2378.479980 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710627 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737314 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756733 | runtime=1.14s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.704382 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.706812 | runtime=1.37s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.732494 | runtime=1.39s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.733934 | runtime=1.45s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.637951 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.712064 | runtime=1.09s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.745318 | runtime=1.13s
  -> run NK_dim64_t4
     avg_score=0.753998 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.737988 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L10__eps0p033__g0p015__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-201.039993 | runtime=1.09s
  -> run QUBO_dim64_t1
     avg_score=-149.699997 | runtime=1.09s
  -> run QUBO_dim64_t2
     avg_score=-139.119995 | runtime=1.09s
  -> run QUBO_dim64_t3
     avg_score=-416.480011 | runtime=1.09s
  -> run QUBO_dim64_t4
     avg_score=-333.399994 | runtime=1.09s
  -> run QUBO_dim64_t5
     avg_score=-307.420013 | runtime=1.09s
  -> run QUBO_dim128_t0
     avg_score=-558.440002 | runtime=1.12s
  -> run QUBO_dim128_t1
     avg_score=-439.579987 | runtime=1.12s
  -> run QUBO_dim128_t2
     avg_score=-415.079987 | runtime=1.12s
  -> run QUBO_dim128_t3
     avg_score=-1139.239990 | runtime=1.12s
  -> run QUBO_dim128_t4
     avg_score=-918.219971 | runtime=1.12s
  -> run QUBO_dim128_t5
     avg_score=-866.280029 | runtime=1.12s
  -> run QUBO_dim256_t0
     avg_score=-1361.680054 | runtime=1.31s
  -> run QUBO_dim256_t1
     avg_score=-1178.339966 | runtime=1.31s
  -> run QUBO_dim256_t2
     avg_score=-1052.359985 | runtime=1.31s
  -> run QUBO_dim256_t3
     avg_score=-2742.899902 | runtime=1.31s
  -> run QUBO_dim256_t4
     avg_score=-2344.080078 | runtime=1.31s
  -> run QUBO_dim256_t5
     avg_score=-2151.000000 | runtime=1.31s
  -> run NK_dim128_t1
     avg_score=0.710224 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735233 | runtime=1.10s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.744137 | runtime=1.14s
  -> run NK_dim128_t8
     avg_score=0.632684 | runtime=1.41s
  -> run NK_dim256_t1
     avg_score=0.701783 | runtime=1.37s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.719216 | runtime=1.39s
  -> run NK_dim256_t4
     avg_score=0.700818 | runtime=1.46s
  -> run NK_dim256_t8
     avg_score=0.582740 | runtime=2.03s
  -> run NK_dim64_t1
     avg_score=0.711710 | runtime=1.09s
  -> run NK_dim64_t2
     avg_score=0.744845 | runtime=1.09s
  -> run NK_dim64_t4
     avg_score=0.750042 | runtime=1.10s
  -> run NK_dim64_t8
     avg_score=0.709152 | runtime=1.22s
[CONFIG] krbf__advnormalizedfitness__M3__L12__eps0p015__g0p005__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.660004 | runtime=0.91s
  -> run QUBO_dim64_t1
     avg_score=-147.899994 | runtime=0.91s
  -> run QUBO_dim64_t2
     avg_score=-139.119995 | runtime=0.91s
  -> run QUBO_dim64_t3
     avg_score=-417.640015 | runtime=0.91s
  -> run QUBO_dim64_t4
     avg_score=-332.299988 | runtime=0.91s
  -> run QUBO_dim64_t5
     avg_score=-310.079987 | runtime=0.91s
  -> run QUBO_dim128_t0
     avg_score=-577.219971 | runtime=0.94s
  -> run QUBO_dim128_t1
     avg_score=-442.279999 | runtime=0.94s
  -> run QUBO_dim128_t2
     avg_score=-426.179993 | runtime=0.94s
  -> run QUBO_dim128_t3
     avg_score=-1195.040039 | runtime=0.94s
  -> run QUBO_dim128_t4
     avg_score=-934.900024 | runtime=0.94s
  -> run QUBO_dim128_t5
     avg_score=-906.979980 | runtime=0.94s
  -> run QUBO_dim256_t0
     avg_score=-1575.540039 | runtime=1.16s
  -> run QUBO_dim256_t1
     avg_score=-1267.540039 | runtime=1.16s
  -> run QUBO_dim256_t2
     avg_score=-1215.140015 | runtime=1.16s
  -> run QUBO_dim256_t3
     avg_score=-3166.000000 | runtime=1.16s
  -> run QUBO_dim256_t4
     avg_score=-2562.100098 | runtime=1.16s
  -> run QUBO_dim256_t5
     avg_score=-2490.120117 | runtime=1.16s
  -> run NK_dim128_t1
     avg_score=0.710717 | runtime=0.92s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737883 | runtime=0.93s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.759821 | runtime=0.97s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.725458 | runtime=1.27s
  -> run NK_dim256_t1
     avg_score=0.707602 | runtime=1.20s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.735105 | runtime=1.22s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.744836 | runtime=1.29s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.684890 | runtime=1.91s
  -> run NK_dim64_t1
     avg_score=0.711792 | runtime=0.90s
  -> run NK_dim64_t2
     avg_score=0.745430 | runtime=0.91s
  -> run NK_dim64_t4
     avg_score=0.752649 | runtime=0.92s
  -> run NK_dim64_t8
     avg_score=0.742725 | runtime=1.05s
[CONFIG] krbf__advnormalizedfitness__M3__L12__eps0p015__g0p005__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-201.639999 | runtime=0.91s
  -> run QUBO_dim64_t1
     avg_score=-149.100006 | runtime=0.91s
  -> run QUBO_dim64_t2
     avg_score=-138.860001 | runtime=0.91s
  -> run QUBO_dim64_t3
     avg_score=-415.399994 | runtime=0.91s
  -> run QUBO_dim64_t4
     avg_score=-332.279999 | runtime=0.91s
  -> run QUBO_dim64_t5
     avg_score=-308.920013 | runtime=0.91s
  -> run QUBO_dim128_t0
     avg_score=-569.020020 | runtime=0.94s
  -> run QUBO_dim128_t1
     avg_score=-440.179993 | runtime=0.94s
